name,year,miles,color,condition,price
Ford F-150,2018,"42,044 miles","Gray exterior, Gray interior","No accidents reported, 2 Owners","$30,998"
Kia K5,2022,"27,065 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,889"
Ford F-150,2020,"40,282 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$38,998"
Toyota RAV4,2021,"33,324 miles","White exterior, Black interior","No accidents reported, 1 Owner","$29,998"
Nissan Sentra,2019,"52,053 miles","White exterior, Black interior","No accidents reported, 3 Owners","$12,490"
Dodge Charger,2022,"20,507 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,988"
Honda Accord,2017,"38,252 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$22,998"
Toyota Yaris iA,2017,"72,367 miles","Blue exterior, Black interior","No accidents reported, 3 Owners","$10,850"
Toyota Corolla,2019,"103,363 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$12,999"
Chevrolet Trailblazer,2022,"17,582 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$22,888"
Toyota Sienna,2020,"10,093 miles","Silver exterior, Black interior","1 accident reported, 1 Owner","$35,666"
Mercedes-Benz S-Class,2020,"28,400 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$56,656"
Ford F-150,2018,"75,393 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$33,800"
Land Rover Range Rover Sport,2014,"94,800 miles","Black exterior, Unknown interior","2 accidents reported, 2 Owners","$21,995"
Audi A4,2023,564 miles,"Black exterior, Black interior","No accidents reported, 1 Owner","$35,500"
Toyota Camry,2007,"153,200 miles","White exterior, Black interior","No accidents reported, 2 Owners","$6,500"
BMW 4 Series,2016,"85,987 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$19,994"
Toyota RAV4,2023,"26,309 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$27,994"
Maserati GranTurismo,2010,"26,107 miles","Black exterior, Black interior","2 accidents reported, 3 Owners","$28,965"
Alfa Romeo Giulia,2023,25 miles,"White exterior, Black interior","No accidents reported, 1 Owner","$38,844"
Toyota RAV4,2021,"24,639 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$27,998"
Volkswagen Tiguan,2019,"50,950 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Toyota Prius,2015,"125,159 miles","Gray exterior, Gray interior","No accidents reported, 3 Owners","$13,995"
Subaru Forester,2021,"24,736 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$22,679"
Mercedes-Benz C-Class,2017,"41,085 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$20,500"
BMW X3,2022,"6,316 miles","Black exterior, Brown interior","No accidents reported, 1 Owner","$36,499"
Mercedes-Benz GLC,2020,"32,299 miles","White exterior, Unknown interior","1 accident reported, 1 Owner","$29,998"
Chevrolet Silverado 1500,2019,"98,416 miles","White exterior, Black interior","1 accident reported, 2 Owners","$32,995"
INFINITI QX50,2021,"24,955 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$28,998"
BMW 7 Series,2019,"66,896 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$28,624"
Volkswagen Jetta,2013,"79,328 miles","White exterior, Unknown interior","1 accident reported, 4 Owners","$13,599"
Chevrolet Silverado 1500,2023,"3,201 miles","White exterior, Black interior","No accidents reported, 2 Owners","$51,995"
Chevrolet Silverado 1500,2018,"20,165 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$41,000"
BMW 4 Series,2017,"70,468 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$20,998"
Mercedes-Benz SLC,2017,"57,090 miles","Black exterior, Red interior","1 accident reported, 3 Owners","$22,500"
Ford Fusion,2014,"133,890 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$7,495"
Acura RDX,2013,"98,716 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$11,999"
Ford Fusion,2018,"86,182 miles","White exterior, Black interior","1 accident reported, 2 Owners","$13,995"
Land Rover Discovery,2020,"62,802 miles","Black exterior, Unknown interior","No accidents reported, 1 Owner","$24,000"
Nissan Rogue,2018,"62,713 miles","Blue exterior, Black interior","No accidents reported, 2 Owners","$18,998"
Jeep Compass,2022,"13,977 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$23,959"
Hyundai Tucson,2013,"71,745 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$13,599"
Chevrolet Tahoe,2021,"21,756 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$62,495"
Toyota Corolla,2019,"103,363 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$12,999"
Kia Forte,2022,"7,965 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$21,992"
Audi Q5,2018,"43,865 miles","Blue exterior, Black interior","1 accident reported, 2 Owners","$19,992"
Mercedes-Benz GLB,2023,"7,125 miles","White exterior, Black interior","No accidents reported, 1 Owner","$38,777"
Land Rover Discovery Sport,2017,"102,168 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$13,999"
Subaru Forester,2017,"84,165 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$16,500"
Honda CR-V,2019,"50,940 miles","White exterior, Black interior","No accidents reported, 1 Owner","$19,990"
Toyota Camry,2023,"19,660 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$23,935"
Nissan Versa,2021,"65,570 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$15,674"
BMW X3,2021,"59,945 miles","White exterior, Black interior","No accidents reported, 1 Owner","$25,998"
Hyundai Kona,2020,"22,843 miles","Silver exterior, Black interior","No accidents reported, 2 Owners","$20,998"
Toyota Prius,2022,"28,082 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$22,500"
Chrysler Pacifica,2022,"23,813 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$31,998"
Lexus RX,2020,"34,298 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$34,998"
Honda Civic,2022,"10,805 miles","Blue exterior, Unknown interior","No accidents reported, 1 Owner","$25,995"
Toyota Tacoma,2022,"9,629 miles","White exterior, Black interior","No accidents reported, 1 Owner","$40,991"
BMW X1,2015,"25,104 miles","White exterior, Black interior","No accidents reported, 3 Owners","$19,998"
Audi Q5,2018,"43,865 miles","Blue exterior, Black interior","1 accident reported, 2 Owners","$19,992"
FIAT 500,2012,"106,892 miles","White exterior, Beige interior","2 accidents reported, 3 Owners","$6,495"
Hyundai Tucson,2022,"32,353 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$22,998"
Hyundai Elantra,2018,"80,798 miles","Blue exterior, Black interior","No accidents reported, 3 Owners","$16,998"
Lexus IS,2021,"25,097 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$31,000"
Mercedes-Benz C-Class,2018,"55,367 miles","White exterior, Black interior","No accidents reported, 2 Owners","$24,166"
Ford Transit Passenger Wagon,2022,"34,735 miles","White exterior, Black interior","No accidents reported, 1 Owner","$52,997"
Mercedes-Benz GLC,2022,"56,463 miles","White exterior, Black interior","No accidents reported, 1 Owner","$31,995"
Lexus RX,2021,"53,980 miles","Silver exterior, Gray interior","1 accident reported, 2 Owners","$33,998"
Toyota Prius,2022,"45,722 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$22,690"
Volvo XC90,2021,"17,269 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$48,991"
Chevrolet Impala Limited,2016,"58,353 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$9,500"
Audi Q5,2022,"8,997 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$33,956"
Land Rover Range Rover Sport,2021,"53,743 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$47,995"
BMW 3 Series,2011,"93,632 miles","Gray exterior, Gray interior","No accidents reported, 4 Owners","$7,500"
Ford Mustang,2018,"9,452 miles","White exterior, Black interior","No accidents reported, 3 Owners","$58,495"
BMW 3 Series,2021,"28,852 miles","White exterior, Black interior","No accidents reported, 1 Owner","$28,999"
Ford Edge,2020,"51,820 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$19,999"
Volvo S60,2020,"21,188 miles","White exterior, Black interior","No accidents reported, 2 Owners","$27,998"
Mercedes-Benz C-Class,2015,"49,125 miles","Blue exterior, Unknown interior","No accidents reported, 2 Owners","$16,995"
Chevrolet Express Cargo Van,2021,"55,751 miles","White exterior, Gray interior","1 accident reported, 1 Owner","$28,998"
Ford F-150,2019,"65,277 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$50,999"
Toyota 4Runner,2021,"25,671 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$40,998"
Kia Soul,2021,"94,094 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$13,495"
Ford Transit Cargo Van,2021,"57,953 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$38,995"
Jeep Wrangler,2014,"104,000 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$19,988"
Subaru Outback,2021,"2,306 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$32,493"
Jeep Wrangler,2018,"50,216 miles","White exterior, Black interior","1 accident reported, 3 Owners","$24,000"
Mazda CX-5,2023,"6,869 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$30,750"
Hyundai Elantra,2013,"113,669 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$11,599"
Ford F-150,2021,"62,048 miles","Silver exterior, Black interior","1 accident reported, 1 Owner","$40,678"
Cadillac XT5,2018,"86,034 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$21,998"
Hyundai Palisade,2020,"47,492 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$29,000"
Hyundai Palisade,2020,"47,492 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$29,000"
Chevrolet Tahoe,2016,"95,699 miles","Silver exterior, Black interior","No accidents reported, 2 Owners","$23,887"
Honda Accord,2021,"47,563 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$23,919"
BMW 4 Series,2016,"79,607 miles","Black exterior, Black interior","No accidents reported, 0 Owners","$15,777"
Lexus UX,2021,"12,144 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$27,991"
Honda Accord,2021,"35,759 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$24,899"
Ford Escape,2017,"82,219 miles","White exterior, Black interior","No accidents reported, 1 Owner","$11,245"
INFINITI Q50,2016,"137,779 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$9,448"
Toyota RAV4,2022,"30,244 miles","White exterior, Black interior","No accidents reported, 1 Owner","$24,499"
McLaren 720S,2018,"8,652 miles","White exterior, Unknown interior","No accidents reported, 3 Owners","$219,999"
Mercedes-Benz CLA,2023,"9,070 miles","Red exterior, Beige interior","No accidents reported, 1 Owner","$40,820"
Volvo S60,2020,"22,091 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$26,998"
Subaru Impreza,2020,"28,266 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,620"
Mercedes-Benz E-Class,2022,"12,705 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$46,713"
Audi A5,2016,"57,313 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$21,995"
Volkswagen Tiguan,2021,"28,914 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,993"
Chevrolet Silverado 1500,2021,"15,138 miles","White exterior, Black interior","1 accident reported, 1 Owner","$38,008"
Ford Transit Cargo Van,2020,"53,669 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$33,995"
Toyota Corolla Cross,2022,"7,033 miles","White exterior, Black interior","No accidents reported, 1 Owner","$28,333"
Jaguar E-PACE,2019,"33,270 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$24,000"
GMC Sierra 1500,2022,"9,641 miles","Black exterior, White interior","No accidents reported, 2 Owners","$70,988"
Jeep Cherokee,2019,"54,659 miles","Black exterior, Black interior","3 accidents reported, 3 Owners","$20,998"
Honda Civic,2013,"91,679 miles","Brown exterior, Black interior","No accidents reported, 1 Owner","$14,599"
Lexus RX,2015,"59,705 miles","Gray exterior, Black interior","2 accidents reported, 2 Owners","$19,999"
Honda Civic,2019,"36,380 miles","Blue exterior, Gray interior","No accidents reported, 2 Owners","$19,998"
BMW 5 Series,2016,"73,181 miles","Silver exterior, Beige interior","No accidents reported, 3 Owners","$14,999"
Chevrolet Silverado 1500,2023,"2,756 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$53,888"
Scion tC,2015,"144,366 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$7,499"
Audi A3,2023,"1,760 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$32,995"
Mercedes-Benz GLB,2023,"5,723 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$41,151"
Honda Accord,2020,"35,882 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$25,498"
Volkswagen Jetta,2015,"91,736 miles","Black exterior, Black interior","1 accident reported, 4 Owners","$8,995"
Hyundai Sonata,2015,"57,114 miles","Red exterior, Beige interior","1 accident reported, 1 Owner","$9,993"
Volkswagen Jetta,2019,"33,822 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$15,444"
Mercedes-Benz GLB,2023,"7,842 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$39,999"
Honda Civic,2022,"51,155 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$22,500"
Chevrolet Corvette,2014,"42,423 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$41,998"
Alfa Romeo Giulia,2022,51 miles,"Red exterior, Black interior","No accidents reported, 1 Owner","$30,541"
Ford Escape,2019,"108,465 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$11,995"
Toyota Tacoma,2021,"38,015 miles","White exterior, Gray interior","1 accident reported, 2 Owners","$31,400"
Toyota Highlander,2021,"27,030 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$34,995"
BMW X1,2021,"14,422 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$26,496"
Toyota Corolla,2021,"43,589 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$19,693"
Land Rover Discovery Sport,2016,"86,246 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$12,995"
Ford F-150,2020,"38,400 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$35,998"
Honda Accord,2021,"49,141 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$26,035"
